,election_district,registered_voters,voted_in_2016,ratio_voted
1510,42051,892,451.0,0.5056053811659192
1511,42052,1141,645.0,0.5652936021034181
1512,42053,1162,613.0,0.5275387263339071
1513,42054,1066,610.0,0.5722326454033771
1514,42055,1012,539.0,0.532608695652174
1515,42056,1104,583.0,0.5280797101449275
1516,42057,1046,632.0,0.6042065009560229
1517,42058,991,482.0,0.4863773965691221
1518,42059,399,222.0,0.556390977443609
1519,42060,191,117.0,0.612565445026178
1520,42061,1163,540.0,0.4643164230438521
1521,42062,1082,476.0,0.4399260628465804
1522,42063,997,526.0,0.5275827482447342
1523,42064,969,540.0,0.5572755417956656
1524,42065,665,370.0,0.556390977443609
1525,42066,599,340.0,0.5676126878130217
1526,42067,895,422.0,0.47150837988826816
1527,42068,872,439.0,0.5034403669724771
1528,42069,239,140.0,0.5857740585774058
1529,42070,1151,578.0,0.5021720243266724
1530,42071,1003,556.0,0.5543369890329013
1531,42072,1180,654.0,0.5542372881355933
1532,42073,1193,660.0,0.5532271584241408
1533,42074,1056,537.0,0.5085227272727273
1534,42075,1043,601.0,0.576222435282838
1535,42076,631,338.0,0.5356576862123613
1536,42077,1213,622.0,0.5127782357790602
1537,42078,871,488.0,0.5602755453501722
1538,42079,1237,661.0,0.534357316087308
1539,42080,1048,561.0,0.5353053435114504
1540,42081,995,526.0,0.528643216080402
1541,42082,450,282.0,0.6266666666666667
1542,43001,1237,695.0,0.5618431689571544
1543,43002,748,469.0,0.6270053475935828
1544,43003,1127,677.0,0.6007098491570542
1545,43004,1163,637.0,0.5477214101461737
1546,43005,829,465.0,0.5609167671893848
1547,43006,1171,694.0,0.5926558497011102
1548,43007,1049,567.0,0.540514775977121
1549,43008,939,498.0,0.5303514376996805
1550,43009,713,425.0,0.5960729312762973
1551,43010,477,283.0,0.5932914046121593
1552,43011,1141,623.0,0.5460122699386503
1553,43012,1002,570.0,0.5688622754491018
1554,43013,1008,493.0,0.48908730158730157
1555,43014,1175,691.0,0.5880851063829787
1556,43015,887,515.0,0.580608793686584
1557,43016,837,536.0,0.6403823178016727
1558,43017,1016,566.0,0.5570866141732284
1559,43018,1172,717.0,0.6117747440273038
1560,43019,858,510.0,0.5944055944055944
1561,43020,967,604.0,0.6246122026887281
1562,43021,1177,662.0,0.562446898895497
1563,43022,1009,531.0,0.5262636273538157
1564,43023,967,571.0,0.5904860392967942
1565,43024,1061,596.0,0.5617342130065975
1566,43025,861,478.0,0.5551684088269454
1567,43026,1223,643.0,0.5257563368765331
1568,43027,1336,719.0,0.5381736526946108
1569,43028,1301,689.0,0.5295926210607225
1570,43029,1029,478.0,0.4645286686103013
1571,43030,1186,601.0,0.5067453625632378
1572,43031,1312,809.0,0.6166158536585366
1573,43032,1119,559.0,0.49955317247542447
1574,43033,1430,779.0,0.5447552447552447
1575,43034,544,306.0,0.5625
1576,43035,1079,615.0,0.5699721964782206
1577,43036,1065,581.0,0.5455399061032864
1578,43037,1107,613.0,0.5537488708220416
1579,43038,1097,664.0,0.6052871467639015
1580,43039,1161,680.0,0.5857019810508183
1581,43040,706,394.0,0.5580736543909348
1582,43041,997,560.0,0.5616850551654965
1583,43042,946,535.0,0.5655391120507399
1584,43043,995,569.0,0.5718592964824121
1585,43044,895,495.0,0.553072625698324
1586,43045,1173,653.0,0.556692242114237
1587,43046,1126,606.0,0.5381882770870338
1588,43047,734,398.0,0.5422343324250681
1589,43048,718,379.0,0.5278551532033426
1590,43049,968,545.0,0.5630165289256198
1591,43050,1097,633.0,0.577028258887876
1592,43051,1021,618.0,0.6052889324191969
1593,43052,1054,568.0,0.538899430740038
1594,43053,1274,633.0,0.49686028257456827
1595,43054,1080,585.0,0.5416666666666666
1596,43055,1171,617.0,0.5269000853970965
1597,43056,755,377.0,0.49933774834437084
1598,43057,899,392.0,0.4360400444938821
1599,43058,832,425.0,0.5108173076923077
1600,43059,1151,553.0,0.48045178105994785
1601,43060,872,430.0,0.49311926605504586
1602,43061,972,515.0,0.529835390946502
1603,43062,1101,537.0,0.4877384196185286
1604,43063,935,410.0,0.4385026737967914
1605,43064,1021,523.0,0.5122428991185113
1606,43065,940,459.0,0.48829787234042554
1607,43066,1221,685.0,0.561015561015561
1608,43067,1103,647.0,0.586582048957389
1609,43068,977,524.0,0.5363357215967247
1610,43069,830,416.0,0.5012048192771085
1611,43070,765,85.0,0.1111111111111111
1612,43071,838,511.0,0.6097852028639618
1613,43072,759,459.0,0.6047430830039525
1614,43073,1042,658.0,0.6314779270633397
1615,43074,1106,588.0,0.5316455696202531
1616,43075,1026,649.0,0.6325536062378168
1617,43076,1125,575.0,0.5111111111111111
1618,43077,588,325.0,0.5527210884353742
1619,43078,902,503.0,0.5576496674057649
1620,43079,484,256.0,0.5289256198347108
1621,43080,820,472.0,0.5756097560975609
1622,43081,773,430.0,0.55627425614489
1623,43082,957,592.0,0.6185997910135841
1624,43083,605,353.0,0.5834710743801653
1625,43084,850,349.0,0.41058823529411764
1626,43085,872,447.0,0.5126146788990825
1627,43086,459,252.0,0.5490196078431373
1628,43087,1017,574.0,0.5644051130776795
1629,44001,964,502.0,0.520746887966805
1630,44002,586,297.0,0.5068259385665529
1631,44003,1059,499.0,0.4711992445703494
1632,44004,909,421.0,0.46314631463146316
1633,44005,780,391.0,0.5012820512820513
1634,44006,1138,586.0,0.5149384885764499
1635,44007,794,490.0,0.6171284634760705
1636,44008,664,386.0,0.5813253012048193
1637,44009,1164,688.0,0.5910652920962199
1638,44010,1004,598.0,0.5956175298804781
1639,44011,566,222.0,0.392226148409894
1640,44012,173,111.0,0.6416184971098265
1641,44013,693,297.0,0.42857142857142855
1642,44014,964,527.0,0.5466804979253111
1643,44015,929,587.0,0.6318622174381054
1644,44016,879,459.0,0.5221843003412969
1645,44017,824,476.0,0.5776699029126213
1646,44018,1001,624.0,0.6233766233766234
1647,44019,1177,637.0,0.5412064570943076
1648,44020,972,516.0,0.5308641975308642
1649,44021,120,54.0,0.45
1650,44022,41,22.0,0.5365853658536586
1651,44023,851,419.0,0.49236192714453586
1652,44024,707,383.0,0.5417256011315418
1653,44025,1167,651.0,0.5578406169665809
1654,44026,1188,679.0,0.5715488215488216
1655,44027,1159,614.0,0.5297670405522001
1656,44028,871,442.0,0.5074626865671642
1657,44029,990,493.0,0.49797979797979797
1658,44030,968,494.0,0.5103305785123967
1659,44031,1096,665.0,0.6067518248175182
1660,44032,161,95.0,0.5900621118012422
1661,44033,1165,690.0,0.592274678111588
1662,44034,769,441.0,0.5734720416124838
1663,44035,1034,602.0,0.5822050290135397
1664,44036,838,558.0,0.665871121718377
1665,44037,644,345.0,0.5357142857142857
1666,44038,841,564.0,0.6706302021403091
1667,44039,774,452.0,0.5839793281653747
1668,44040,214,120.0,0.5607476635514018
1669,44041,379,175.0,0.46174142480211083
1670,44042,1143,552.0,0.48293963254593175
1671,44043,1063,589.0,0.5540921919096896
1672,44044,619,351.0,0.567043618739903
1673,44045,904,485.0,0.536504424778761
1674,44046,482,295.0,0.6120331950207469
1675,44047,248,119.0,0.4798387096774194
1676,44048,632,413.0,0.6534810126582279
1677,44049,825,567.0,0.6872727272727273
1678,44050,979,685.0,0.6996935648621042
1679,44051,1144,785.0,0.6861888111888111
1680,44052,1230,853.0,0.6934959349593496
1681,44053,1134,719.0,0.6340388007054674
1682,44054,1049,691.0,0.6587225929456625
1683,44055,950,691.0,0.7273684210526316
1684,44056,909,625.0,0.6875687568756875
1685,44057,1125,804.0,0.7146666666666667
1686,44058,1050,680.0,0.6476190476190476
1687,44059,1076,727.0,0.6756505576208178
1688,44060,952,607.0,0.6376050420168067
1689,44061,607,423.0,0.6968698517298187
1690,44062,753,461.0,0.6122177954847278
1691,44063,875,550.0,0.6285714285714286
1692,44064,399,236.0,0.5914786967418546
1693,44065,1051,624.0,0.5937202664129401
1694,44066,937,571.0,0.6093916755602988
1695,44067,928,446.0,0.48060344827586204
1696,44068,1058,697.0,0.6587901701323251
1697,44069,720,484.0,0.6722222222222223
1698,44070,715,502.0,0.7020979020979021
1699,44071,926,654.0,0.7062634989200864
1700,44072,1034,651.0,0.6295938104448743
1701,44073,1147,750.0,0.6538796861377506
1702,44074,993,691.0,0.6958710976837865
1703,44075,1031,682.0,0.6614936954413191
1704,44076,1106,695.0,0.6283905967450272
1705,44077,1026,661.0,0.6442495126705653
1706,44078,1145,815.0,0.7117903930131004
1707,44079,1062,730.0,0.687382297551789
1708,44080,786,535.0,0.6806615776081425
1709,44081,1067,512.0,0.47985004686035615
1710,44082,785,486.0,0.619108280254777
1711,44083,1125,731.0,0.6497777777777778
1712,44084,596,401.0,0.6728187919463087
1713,44085,662,278.0,0.4199395770392749
1714,44086,673,391.0,0.5809806835066865
1715,44087,1152,634.0,0.5503472222222222
1716,44088,695,440.0,0.6330935251798561
1717,44089,685,425.0,0.6204379562043796
1718,44090,532,334.0,0.6278195488721805
1719,44092,1,0.0,0.0
1720,45001,1122,590.0,0.5258467023172906
1721,45002,1209,595.0,0.4921422663358147
1722,45003,1085,549.0,0.5059907834101383
1723,45004,1102,543.0,0.4927404718693285
1724,45005,1087,577.0,0.53081876724931
1725,45006,1167,587.0,0.5029991431019709
1726,45007,87,36.0,0.41379310344827586
1727,45008,843,417.0,0.49466192170818507
1728,45009,1016,483.0,0.47539370078740156
1729,45010,439,208.0,0.47380410022779046
1730,45011,1125,472.0,0.41955555555555557
1731,45012,885,364.0,0.41129943502824856
1732,45013,1161,474.0,0.4082687338501292
1733,45014,919,424.0,0.4613710554951034
1734,45015,274,146.0,0.5328467153284672
1735,45016,1095,530.0,0.4840182648401826
1736,45017,762,394.0,0.5170603674540682
1737,45018,143,53.0,0.3706293706293706
1738,45019,917,455.0,0.4961832061068702
1739,45020,799,451.0,0.5644555694618273
1740,45021,861,406.0,0.4715447154471545
1741,45022,1000,412.0,0.412
1742,45023,813,381.0,0.46863468634686345
1743,45024,829,368.0,0.4439083232810615
1744,45025,360,150.0,0.4166666666666667
1745,45026,887,341.0,0.38444193912063135
1746,45027,1052,452.0,0.4296577946768061
1747,45028,660,311.0,0.4712121212121212
1748,45029,556,264.0,0.4748201438848921
1749,45030,1068,491.0,0.4597378277153558
1750,45031,1041,475.0,0.4562920268972142
1751,45032,764,354.0,0.46335078534031415
1752,45033,907,431.0,0.47519294377067256
1753,45034,856,338.0,0.39485981308411217
1754,45035,954,440.0,0.4612159329140461
1755,45036,595,290.0,0.48739495798319327
1756,45037,793,409.0,0.5157629255989912
1757,45038,794,388.0,0.48866498740554154
1758,45039,102,50.0,0.49019607843137253
1759,45040,971,493.0,0.5077239958805355
1760,45041,360,186.0,0.5166666666666667
1761,45042,808,417.0,0.5160891089108911
1762,45043,1035,531.0,0.5130434782608696
1763,45044,974,393.0,0.40349075975359344
1764,45045,921,401.0,0.43539630836047777
1765,45046,1062,445.0,0.4190207156308851
1766,45047,140,76.0,0.5428571428571428
1767,45048,658,364.0,0.5531914893617021
1768,45049,245,125.0,0.5102040816326531
1769,45050,1070,520.0,0.48598130841121495
1770,45051,738,336.0,0.45528455284552843
1771,45052,187,97.0,0.5187165775401069
1772,45053,708,365.0,0.5155367231638418
1773,45054,579,294.0,0.5077720207253886
1774,45055,68,36.0,0.5294117647058824
1775,45056,643,290.0,0.4510108864696734
1776,45057,964,506.0,0.524896265560166
1777,45058,875,435.0,0.49714285714285716
1778,45059,893,445.0,0.49832026875699886
1779,45060,1125,508.0,0.45155555555555554
1780,45061,439,194.0,0.4419134396355353
1781,45062,1120,451.0,0.40267857142857144
1782,45063,703,290.0,0.41251778093883357
1783,45064,1020,478.0,0.46862745098039216
1784,45065,901,340.0,0.37735849056603776
1785,45066,1209,623.0,0.5153019023986766
1786,45067,825,412.0,0.4993939393939394
1787,45068,773,430.0,0.55627425614489
1788,45069,752,448.0,0.5957446808510638
1789,45070,762,488.0,0.6404199475065617
1790,45071,626,358.0,0.5718849840255591
1791,45072,505,272.0,0.5386138613861386
1792,45073,977,427.0,0.43705220061412486
1793,45074,1119,622.0,0.5558534405719392
1794,45075,1158,606.0,0.5233160621761658
1795,45076,612,337.0,0.5506535947712419
1796,45077,644,341.0,0.5295031055900621
1797,45078,868,411.0,0.4735023041474654
1798,46001,956,489.0,0.5115062761506276
1799,46002,818,425.0,0.519559902200489
1800,46003,973,446.0,0.45837615621788286
1801,46004,984,498.0,0.5060975609756098
1802,46005,1123,504.0,0.44879786286731965
1803,46006,844,358.0,0.42417061611374407
1804,46007,875,422.0,0.48228571428571426
1805,46008,1157,573.0,0.49524632670700086
1806,46009,874,395.0,0.45194508009153317
1807,46010,965,441.0,0.45699481865284974
1808,46011,882,445.0,0.5045351473922902
1809,46012,1039,468.0,0.4504331087584216
1810,46013,862,374.0,0.43387470997679817
1811,46014,1021,415.0,0.40646425073457393
1812,46015,1009,435.0,0.4311199207135778
1813,46016,1094,433.0,0.39579524680073125
1814,46017,956,439.0,0.4592050209205021
1815,46018,871,417.0,0.47876004592422505
1816,46019,1175,637.0,0.5421276595744681
1817,46020,953,477.0,0.5005246589716684
1818,46021,808,512.0,0.6336633663366337
1819,46022,761,453.0,0.59526938239159
1820,46023,643,411.0,0.6391912908242613
1821,46024,777,453.0,0.583011583011583
1822,46025,775,476.0,0.6141935483870967
1823,46026,889,483.0,0.5433070866141733
1824,46027,703,431.0,0.6130867709815079
1825,46028,724,401.0,0.5538674033149171
1826,46029,734,432.0,0.5885558583106267
1827,46030,745,430.0,0.5771812080536913
1828,46031,1235,671.0,0.5433198380566802
1829,46032,707,328.0,0.4639321074964639
1830,46033,1055,454.0,0.43033175355450237
1831,46034,978,478.0,0.4887525562372188
1832,46035,545,243.0,0.44587155963302755
1833,46036,899,489.0,0.5439377085650723
1834,46037,10,1.0,0.1
1835,46038,926,456.0,0.4924406047516199
1836,46039,727,333.0,0.4580467675378267
1837,46040,363,176.0,0.48484848484848486
1838,46041,1163,764.0,0.6569217540842648
1839,46042,986,444.0,0.45030425963488846
1840,46043,1021,433.0,0.4240940254652302
1841,46044,1032,456.0,0.4418604651162791
1842,46045,1125,460.0,0.4088888888888889
1843,46046,1024,450.0,0.439453125
1844,46047,1068,581.0,0.5440074906367042
1845,46048,1103,582.0,0.527651858567543
1846,46049,1111,644.0,0.5796579657965797
1847,46050,1070,648.0,0.6056074766355141
1848,46051,1123,618.0,0.5503116651825467
1849,46052,806,511.0,0.6339950372208437
1850,46053,1095,609.0,0.5561643835616439
1851,46054,1071,568.0,0.5303454715219421
1852,46055,1172,613.0,0.523037542662116
1853,46056,1174,601.0,0.5119250425894378
1854,46057,866,529.0,0.6108545034642032
1855,46058,1190,676.0,0.5680672268907563
1856,46059,1231,656.0,0.5329000812347685
1857,46060,1092,716.0,0.6556776556776557
1858,46061,689,392.0,0.5689404934687954
1859,46062,972,618.0,0.6358024691358025
1860,46063,1195,685.0,0.5732217573221757
1861,46064,1214,735.0,0.6054365733113674
1862,46065,1188,701.0,0.5900673400673401
1863,46066,1107,574.0,0.5185185185185185
1864,46067,979,578.0,0.5903983656792645
1865,46068,1047,652.0,0.6227316141356256
1866,46069,1067,601.0,0.563261480787254
1867,46070,975,565.0,0.5794871794871795
1868,46071,1104,610.0,0.552536231884058
1869,46072,1159,638.0,0.5504745470232959
1870,46073,848,410.0,0.4834905660377358
1871,46074,292,138.0,0.4726027397260274
1872,46075,1102,716.0,0.6497277676950998
1873,46076,646,422.0,0.653250773993808
1874,46077,1020,495.0,0.4852941176470588
1875,46078,1072,642.0,0.5988805970149254
1876,46079,1028,652.0,0.6342412451361867
1877,46080,1080,472.0,0.43703703703703706
1878,46081,400,197.0,0.4925
1879,46082,1,1.0,1.0
1880,47001,855,419.0,0.49005847953216375
1881,47002,968,394.0,0.40702479338842973
1882,47003,684,303.0,0.44298245614035087
1883,47004,87,40.0,0.45977011494252873
1884,47005,970,454.0,0.46804123711340206
1885,47006,1163,495.0,0.42562338779019776
1886,47007,1010,460.0,0.45544554455445546
1887,47008,992,479.0,0.48286290322580644
1888,47009,1044,524.0,0.5019157088122606
1889,47010,186,82.0,0.44086021505376344
1890,47011,906,427.0,0.47130242825607066
1891,47012,1071,451.0,0.4211017740429505
1892,47013,1086,492.0,0.4530386740331492
1893,47014,1134,539.0,0.47530864197530864
1894,47015,1265,558.0,0.44110671936758894
1895,47016,935,360.0,0.3850267379679144
1896,47017,1112,476.0,0.42805755395683454
1897,47018,1071,486.0,0.453781512605042
1898,47019,260,112.0,0.4307692307692308
1899,47020,1072,450.0,0.4197761194029851
1900,47021,1026,442.0,0.43079922027290446
1901,47022,816,343.0,0.42034313725490197
1902,47023,1119,448.0,0.40035746201966044
1903,47024,947,396.0,0.41816261879619854
1904,47025,1023,469.0,0.458455522971652
1905,47026,970,480.0,0.4948453608247423
1906,47027,1121,570.0,0.5084745762711864
1907,47028,1044,426.0,0.40804597701149425
1908,47029,1109,532.0,0.47971145175834085
1909,47030,609,282.0,0.4630541871921182
1910,47031,1223,516.0,0.4219133278822568
1911,47032,237,121.0,0.510548523206751
1912,47033,407,187.0,0.4594594594594595
1913,47034,601,233.0,0.3876871880199667
1914,47035,19,13.0,0.6842105263157895
1915,47036,750,368.0,0.49066666666666664
1916,47037,724,307.0,0.4240331491712707
1917,47038,253,140.0,0.5533596837944664
1918,47039,441,207.0,0.46938775510204084
1919,47040,533,225.0,0.42213883677298314
1920,47041,951,471.0,0.4952681388012618
1921,47042,351,170.0,0.4843304843304843
1922,47043,1140,442.0,0.387719298245614
1923,47044,1053,469.0,0.4453941120607787
1924,47045,1110,476.0,0.42882882882882883
1925,47046,878,407.0,0.4635535307517084
1926,47047,894,465.0,0.5201342281879194
1927,47048,856,452.0,0.5280373831775701
1928,47049,929,416.0,0.4477933261571582
1929,47050,1052,440.0,0.41825095057034223
1930,47051,1000,409.0,0.409
1931,47052,540,231.0,0.42777777777777776
1932,47053,810,359.0,0.44320987654320987
1933,47054,725,328.0,0.45241379310344826
1934,47055,1078,477.0,0.4424860853432282
1935,47056,675,354.0,0.5244444444444445
1936,47057,770,474.0,0.6155844155844156
1937,47058,510,314.0,0.615686274509804
1938,47059,837,459.0,0.5483870967741935
1939,47060,368,142.0,0.3858695652173913
1940,47061,967,379.0,0.39193381592554294
1941,47062,1081,432.0,0.3996299722479186
1942,47063,935,426.0,0.4556149732620321
1943,47064,1054,446.0,0.42314990512333966
1944,47065,886,426.0,0.48081264108352145
1945,47066,414,199.0,0.4806763285024155
1946,47067,543,272.0,0.5009208103130756
1947,47068,222,116.0,0.5225225225225225
1948,47069,946,420.0,0.4439746300211416
1949,47070,808,344.0,0.42574257425742573
1950,47071,715,380.0,0.5314685314685315
1951,47072,530,248.0,0.4679245283018868
1952,48001,236,66.0,0.2796610169491525
1953,48002,291,119.0,0.40893470790378006
1954,48003,997,411.0,0.41223671013039115
1955,48004,904,452.0,0.5
1956,48005,943,423.0,0.4485683987274655
1957,48006,826,356.0,0.43099273607748184
1958,48007,860,403.0,0.4686046511627907
1959,48008,156,76.0,0.48717948717948717
1960,48009,1114,471.0,0.4228007181328546
1961,48010,1000,392.0,0.392
1962,48011,757,355.0,0.46895640686922063
1963,48012,830,384.0,0.46265060240963857
1964,48013,867,390.0,0.44982698961937717
1965,48014,1098,447.0,0.40710382513661203
1966,48015,895,433.0,0.48379888268156424
1967,48016,1051,448.0,0.4262607040913416
1968,48017,803,351.0,0.43711083437110837
1969,48018,1112,506.0,0.4550359712230216
1970,48019,1100,531.0,0.4827272727272727
1971,48020,642,272.0,0.4236760124610592
1972,48021,1111,447.0,0.40234023402340235
1973,48022,1037,469.0,0.4522661523625844
1974,48023,1139,537.0,0.47146619841966636
1975,48024,1118,526.0,0.47048300536672627
1976,48025,977,447.0,0.45752302968270214
1977,48026,1017,500.0,0.4916420845624385
1978,48027,912,459.0,0.5032894736842105
1979,48028,1016,497.0,0.4891732283464567
1980,48029,1037,496.0,0.4783027965284474
1981,48030,959,503.0,0.5245046923879041
1982,48031,447,235.0,0.5257270693512305
1983,48032,883,462.0,0.5232163080407701
1984,48033,650,290.0,0.4461538461538462
1985,48034,518,242.0,0.4671814671814672
1986,48035,157,67.0,0.4267515923566879
1987,48036,899,441.0,0.4905450500556173
1988,48037,481,212.0,0.4407484407484408
1989,48038,521,241.0,0.46257197696737046
1990,48039,387,213.0,0.5503875968992248
1991,48040,900,488.0,0.5422222222222223
1992,48041,312,177.0,0.5673076923076923
1993,48042,629,340.0,0.5405405405405406
1994,48043,978,481.0,0.4918200408997955
1995,48044,1063,430.0,0.4045155221072437
1996,48045,536,249.0,0.46455223880597013
1997,48046,532,331.0,0.6221804511278195
1998,48047,1059,533.0,0.5033050047214354
1999,48048,996,438.0,0.4397590361445783
2000,48049,184,103.0,0.5597826086956522
2001,48050,711,353.0,0.4964838255977497
2002,48051,767,380.0,0.4954367666232073
2003,48052,886,465.0,0.5248306997742663
2004,48053,48,22.0,0.4583333333333333
2005,48054,856,431.0,0.5035046728971962
2006,48055,1044,516.0,0.4942528735632184
2007,48056,1069,538.0,0.5032740879326474
2008,48057,520,239.0,0.4596153846153846
2009,48058,769,356.0,0.46293888166449937
2010,48059,1025,526.0,0.5131707317073171
2011,48060,1213,636.0,0.5243198680956307
2012,48061,1108,492.0,0.44404332129963897
2013,48062,1096,547.0,0.4990875912408759
2014,48063,1101,520.0,0.47229791099000906
2015,48064,513,249.0,0.4853801169590643
2016,48065,1009,468.0,0.4638255698711596
2017,48066,923,513.0,0.5557963163596966
2018,48067,298,148.0,0.4966442953020134
2019,48068,145,68.0,0.4689655172413793
2020,48069,139,65.0,0.4676258992805755
2021,48070,1013,543.0,0.5360315893385982
2022,48071,900,319.0,0.35444444444444445
2023,48072,899,429.0,0.4771968854282536
2024,49001,1053,321.0,0.30484330484330485
2025,49002,773,159.0,0.2056921086675291
2026,49003,767,196.0,0.25554106910039115
2027,49004,986,324.0,0.3286004056795132
2028,49005,1145,274.0,0.23930131004366811
2029,49006,318,145.0,0.4559748427672956
2030,49007,269,105.0,0.3903345724907063
2031,49008,713,266.0,0.37307152875175315
2032,49009,1110,274.0,0.24684684684684685
2033,49010,893,269.0,0.3012318029115342
2034,49011,446,145.0,0.3251121076233184
2035,49012,307,98.0,0.31921824104234525
2036,49013,353,120.0,0.33994334277620397
2037,49014,8,3.0,0.375
2038,49015,46,16.0,0.34782608695652173
2039,49016,1143,435.0,0.3805774278215223
2040,49017,890,334.0,0.3752808988764045
2041,49018,213,93.0,0.43661971830985913
2042,49019,995,400.0,0.4020100502512563
2043,49020,717,288.0,0.401673640167364
2044,49021,1163,484.0,0.41616509028374893
2045,49022,1091,482.0,0.44179651695692024
2046,49023,963,420.0,0.43613707165109034
2047,49024,902,400.0,0.4434589800443459
2048,49025,998,473.0,0.47394789579158314
2049,49026,1073,442.0,0.4119291705498602
2050,49027,549,278.0,0.5063752276867031
2051,49028,886,390.0,0.4401805869074492
2052,49029,170,81.0,0.4764705882352941
2053,49030,606,68.0,0.11221122112211221
2054,49031,713,247.0,0.34642356241234223
2055,49032,293,117.0,0.3993174061433447
2056,49033,167,80.0,0.47904191616766467
2057,49034,370,149.0,0.4027027027027027
2058,49035,985,442.0,0.44873096446700506
2059,49036,380,178.0,0.46842105263157896
2060,49037,1139,490.0,0.4302019315188762
2061,49038,1001,411.0,0.41058941058941056
2062,49039,858,434.0,0.5058275058275058
2063,49040,946,415.0,0.43868921775898523
2064,49041,1088,495.0,0.45496323529411764
2065,49042,613,269.0,0.43882544861337686
2066,49043,658,327.0,0.4969604863221885
2067,49044,420,165.0,0.39285714285714285
2068,49045,333,167.0,0.5015015015015015
2069,49046,262,112.0,0.42748091603053434
2070,49047,1159,499.0,0.43054357204486626
2071,49048,1084,525.0,0.4843173431734317
2072,49049,1122,485.0,0.4322638146167558
2073,49050,996,481.0,0.48293172690763053
2074,49051,918,453.0,0.4934640522875817
2075,49052,822,402.0,0.48905109489051096
2076,49053,1084,598.0,0.551660516605166
2077,49054,743,392.0,0.5275908479138627
2078,49055,457,157.0,0.3435448577680525
2079,49056,104,31.0,0.2980769230769231
2080,49057,283,173.0,0.6113074204946997
2081,49058,1125,474.0,0.42133333333333334
2082,49059,1109,451.0,0.4066726780883679
2083,49060,40,17.0,0.425
2084,49061,824,300.0,0.3640776699029126
2085,49062,854,269.0,0.3149882903981265
2086,49063,626,373.0,0.5958466453674122
2087,49064,537,217.0,0.40409683426443205
2088,49065,808,404.0,0.5
2089,49066,910,243.0,0.26703296703296703
2090,49067,608,197.0,0.32401315789473684
2091,49068,604,158.0,0.26158940397350994
2092,49069,613,273.0,0.4453507340946166
2093,49070,941,448.0,0.4760892667375133
2094,50001,694,196.0,0.2824207492795389
2095,50002,1168,732.0,0.6267123287671232
2096,50003,1411,803.0,0.5690999291282778
2097,50004,699,392.0,0.5608011444921316
2098,50005,1210,742.0,0.6132231404958678
2099,50006,1184,645.0,0.5447635135135135
2100,50007,865,528.0,0.6104046242774567
2101,50008,1092,617.0,0.565018315018315
2102,50009,1056,657.0,0.6221590909090909
2103,50010,1058,605.0,0.5718336483931947
2104,50011,775,312.0,0.40258064516129033
2105,50012,1017,581.0,0.5712881022615536
2106,50013,9,5.0,0.5555555555555556
2107,50014,424,240.0,0.5660377358490566
2108,50015,809,466.0,0.5760197775030902
2109,50016,1017,524.0,0.5152409046214356
2110,50017,1055,545.0,0.5165876777251185
2111,50018,779,477.0,0.6123234916559692
2112,50019,952,547.0,0.5745798319327731
2113,50020,852,530.0,0.6220657276995305
2114,50021,1195,718.0,0.600836820083682
2115,50022,748,431.0,0.5762032085561497
2116,50023,54,18.0,0.3333333333333333
2117,50024,11,9.0,0.8181818181818182
2118,50025,401,235.0,0.5860349127182045
2119,50026,1083,669.0,0.6177285318559557
2120,50027,1139,723.0,0.6347673397717296
2121,50028,1169,639.0,0.5466210436270317
2122,50029,1004,605.0,0.602589641434263
2123,50030,1144,649.0,0.5673076923076923
2124,50031,1004,598.0,0.5956175298804781
2125,50032,1081,640.0,0.5920444033302498
2126,50033,1224,710.0,0.5800653594771242
2127,50034,1040,570.0,0.5480769230769231
2128,50035,1116,624.0,0.5591397849462365
2129,50036,827,501.0,0.6058041112454655
2130,50037,1274,860.0,0.6750392464678179
2131,50038,1201,663.0,0.5520399666944213
2132,50039,1120,698.0,0.6232142857142857
2133,50040,1120,672.0,0.6
2134,50041,1146,637.0,0.555846422338569
2135,50042,1114,654.0,0.5870736086175943
2136,50043,925,559.0,0.6043243243243244
2137,50044,897,530.0,0.5908584169453734
2138,50045,214,121.0,0.5654205607476636
2139,50046,1060,674.0,0.6358490566037736
2140,50047,792,473.0,0.5972222222222222
2141,50048,1386,725.0,0.523088023088023
2142,50049,576,288.0,0.5
2143,50050,1007,501.0,0.49751737835153925
2144,50051,1035,410.0,0.3961352657004831
2145,50052,1025,519.0,0.5063414634146342
2146,50053,809,430.0,0.5315203955500618
2147,50054,737,363.0,0.4925373134328358
2148,50055,320,134.0,0.41875
2149,50056,388,145.0,0.37371134020618557
2150,50057,814,345.0,0.4238329238329238
2151,50058,762,287.0,0.3766404199475066
2152,50059,1102,501.0,0.45462794918330307
2153,50060,827,269.0,0.3252720677146312
2154,50061,1099,405.0,0.3685168334849864
2155,50062,661,283.0,0.4281391830559758
2156,50063,1047,443.0,0.42311365807067813
2157,50064,671,182.0,0.27123695976154993
2158,50065,769,221.0,0.28738621586475943
2159,50066,1095,169.0,0.154337899543379
2160,50067,689,128.0,0.18577648766328012
2161,50068,686,188.0,0.27405247813411077
2162,50069,785,242.0,0.30828025477707005
2163,50070,510,142.0,0.2784313725490196
2164,50071,355,57.0,0.16056338028169015
2165,50072,1029,209.0,0.2031098153547133
2166,50073,981,168.0,0.1712538226299694
2167,50074,1080,200.0,0.18518518518518517
2168,50075,995,208.0,0.20904522613065327
